any;municipi;concepte;estat;valor
2018;Passanant i Belltall;població amb estudis baixos;;88,1
2018;Passanant i Belltall;població jove sense estudis postobligatoris;..;null
2018;Passanant i Belltall;estrangers de països de renda baixa o mitjana;;87,9
2018;Passanant i Belltall;renda mitjana per persona;;110,2
2018;Pau;població ocupada;;81,9
2018;Pau;treballadors de baixa qualificació;..;null
2018;Pau;població amb estudis baixos;;103,1
2018;Pau;població jove sense estudis postobligatoris;..;null
2018;Pau;estrangers de països de renda baixa o mitjana;;85,2
2018;Pau;renda mitjana per persona;;92,9
2018;Paüls;població ocupada;;104,8
2018;Paüls;treballadors de baixa qualificació;..;null
2018;Paüls;població amb estudis baixos;;114,0
2018;Paüls;població jove sense estudis postobligatoris;..;null
2018;Paüls;estrangers de països de renda baixa o mitjana;;85,4
2018;Paüls;renda mitjana per persona;;86,6
2018;Pedret i Marzà;població ocupada;;115,1
2018;Pedret i Marzà;treballadors de baixa qualificació;..;null
2018;Pedret i Marzà;població amb estudis baixos;;89,8
2018;Pedret i Marzà;població jove sense estudis postobligatoris;..;null
2018;Pedret i Marzà;estrangers de països de renda baixa o mitjana;;79,7
2018;Pedret i Marzà;renda mitjana per persona;;95,0
2018;Penelles;població ocupada;;80,3
2018;Penelles;treballadors de baixa qualificació;..;null
2018;Penelles;població amb estudis baixos;;126,2
2018;Penelles;població jove sense estudis postobligatoris;..;null
2018;Penelles;estrangers de països de renda baixa o mitjana;;92,4
2018;Penelles;renda mitjana per persona;;97,3
2018;Pera, la;població ocupada;;94,9
2018;Pera, la;treballadors de baixa qualificació;..;null
2018;Pera, la;població amb estudis baixos;;79,5
2018;Pera, la;població jove sense estudis postobligatoris;..;null
2018;Pera, la;estrangers de països de renda baixa o mitjana;;82,2
2018;Pera, la;renda mitjana per persona;;104,0
2018;Perafita;població ocupada;;114,9
2018;Perafita;treballadors de baixa qualificació;..;null
2018;Perafita;població amb estudis baixos;;95,3
2018;Perafita;població jove sense estudis postobligatoris;..;null
2018;Perafita;estrangers de països de renda baixa o mitjana;;87,8
2018;Perafita;renda mitjana per persona;;103,0
2018;Perafort;població ocupada;;125,7
2018;Perafort;treballadors de baixa qualificació;;89,3
2018;Perafort;població amb estudis baixos;;82,5
2018;Perafort;població jove sense estudis postobligatoris;;102,3
2018;Perafort;estrangers de països de renda baixa o mitjana;;88,9
2018;Perafort;renda mitjana per persona;;99,4
2018;Peralada;població ocupada;;116,8
2018;Peralada;treballadors de baixa qualificació;;94,7
2018;Peralada;població amb estudis baixos;;89,4
2018;Peralada;població jove sense estudis postobligatoris;;95,1
2018;Peralada;estrangers de països de renda baixa o mitjana;;88,2
2018;Peralada;renda mitjana per persona;;109,7
2018;Peramola;població ocupada;;114,6
2018;Peramola;treballadors de baixa qualificació;..;null
2018;Peramola;població amb estudis baixos;;108,2
2018;Peramola;població jove sense estudis postobligatoris;..;null
2018;Peramola;estrangers de països de renda baixa o mitjana;;99,5
2018;Peramola;renda mitjana per persona;;98,4
2018;Perelló, el;població ocupada;;90,6
2018;Perelló, el;treballadors de baixa qualificació;;117,0
2018;Perelló, el;població amb estudis baixos;;134,3
2018;Perelló, el;població jove sense estudis postobligatoris;;106,1
2018;Perelló, el;estrangers de països de renda baixa o mitjana;;105,8
2018;Perelló, el;renda mitjana per persona;;82,9
2018;Piera;població ocupada;;97,6
2018;Piera;treballadors de baixa qualificació;;106,9
2018;Piera;població amb estudis baixos;;103,3
2018;Piera;població jove sense estudis postobligatoris;;115,3
2018;Piera;estrangers de països de renda baixa o mitjana;;89,4
2018;Piera;renda mitjana per persona;;92,1
2018;Piles, les;població ocupada;;131,6
2018;Piles, les;treballadors de baixa qualificació;..;null
2018;Piles, les;població amb estudis baixos;;75,0
2018;Piles, les;població jove sense estudis postobligatoris;..;null
2018;Piles, les;estrangers de països de renda baixa o mitjana;;84,3
2018;Piles, les;renda mitjana per persona;;99,9
2018;Pineda de Mar;població ocupada;;88,1
2018;Pineda de Mar;treballadors de baixa qualificació;;105,0
2018;Pineda de Mar;població amb estudis baixos;;111,6
2018;Pineda de Mar;població jove sense estudis postobligatoris;;118,0
2018;Pineda de Mar;estrangers de països de renda baixa o mitjana;;100,5
2018;Pineda de Mar;renda mitjana per persona;;87,1
2018;Pinell de Brai, el;població ocupada;;104,8
2018;Pinell de Brai, el;treballadors de baixa qualificació;..;null
2018;Pinell de Brai, el;població amb estudis baixos;;117,8
2018;Pinell de Brai, el;població jove sense estudis postobligatoris;..;null
2018;Pinell de Brai, el;estrangers de països de renda baixa o mitjana;;88,4
2018;Pinell de Brai, el;renda mitjana per persona;;86,0
2018;Pinell de Solsonès;població ocupada;;118,8
2018;Pinell de Solsonès;treballadors de baixa qualificació;..;null
2018;Pinell de Solsonès;població amb estudis baixos;;122,4
2018;Pinell de Solsonès;població jove sense estudis postobligatoris;..;null
2018;Pinell de Solsonès;estrangers de països de renda baixa o mitjana;;83,5
2018;Pinell de Solsonès;renda mitjana per persona;;98,1
2018;Pinós;població ocupada;;113,8
2018;Pinós;treballadors de baixa qualificació;..;null
2018;Pinós;població amb estudis baixos;;89,9
2018;Pinós;població jove sense estudis postobligatoris;..;null
2018;Pinós;estrangers de països de renda baixa o mitjana;;87,3
2018;Pinós;renda mitjana per persona;;90,1
2018;Pira;població ocupada;;127,2
2018;Pira;treballadors de baixa qualificació;..;null
2018;Pira;població amb estudis baixos;;108,5
2018;Pira;població jove sense estudis postobligatoris;..;null
2018;Pira;estrangers de països de renda baixa o mitjana;;86,6
2018;Pira;renda mitjana per persona;;93,4
2018;Pla de Santa Maria, el;població ocupada;;105,4
2018;Pla de Santa Maria, el;treballadors de baixa qualificació;;108,1
2018;Pla de Santa Maria, el;població amb estudis baixos;;105,0
2018;Pla de Santa Maria, el;població jove sense estudis postobligatoris;;105,5
2018;Pla de Santa Maria, el;estrangers de països de renda baixa o mitjana;;90,0
2018;Pla de Santa Maria, el;renda mitjana per persona;;94,7
2018;Pla del Penedès, el;població ocupada;;111,0
2018;Pla del Penedès, el;treballadors de baixa qualificació;;93,5
2018;Pla del Penedès, el;població amb estudis baixos;;97,9
2018;Pla del Penedès, el;població jove sense estudis postobligatoris;;100,4
2018;Pla del Penedès, el;estrangers de països de renda baixa o mitjana;;92,7
2018;Pla del Penedès, el;renda mitjana per persona;;95,1
2018;Planes d'Hostoles, les;població ocupada;;102,1
2018;Planes d'Hostoles, les;treballadors de baixa qualificació;;114,3
2018;Planes d'Hostoles, les;població amb estudis baixos;;107,9
2018;Planes d'Hostoles, les;població jove sense estudis postobligatoris;;103,3
2018;Planes d'Hostoles, les;estrangers de països de renda baixa o mitjana;;93,1
2018;Planes d'Hostoles, les;renda mitjana per persona;;94,1
2018;Planoles;població ocupada;;107,5
2018;Planoles;treballadors de baixa qualificació;..;null
2018;Planoles;població amb estudis baixos;;100,9
2018;Planoles;població jove sense estudis postobligatoris;..;null
2018;Planoles;estrangers de països de renda baixa o mitjana;;95,1
2018;Planoles;renda mitjana per persona;;97,3
2018;Plans de Sió, els;població ocupada;;124,7
2018;Plans de Sió, els;treballadors de baixa qualificació;..;null
2018;Plans de Sió, els;població amb estudis baixos;;96,5
2018;Plans de Sió, els;població jove sense estudis postobligatoris;..;null
2018;Plans de Sió, els;estrangers de països de renda baixa o mitjana;;88,1
2018;Plans de Sió, els;renda mitjana per persona;;100,4
2018;Poal, el;població ocupada;;114,1
2018;Poal, el;treballadors de baixa qualificació;..;null
2018;Poal, el;població amb estudis baixos;;118,9
2018;Poal, el;població jove sense estudis postobligatoris;..;null
2018;Poal, el;estrangers de països de renda baixa o mitjana;;96,1
2018;Poal, el;renda mitjana per persona;;93,9
2018;Pobla de Cérvoles, la;població ocupada;;97,4
2018;Pobla de Cérvoles, la;treballadors de baixa qualificació;..;null
2018;Pobla de Cérvoles, la;població amb estudis baixos;;101,9
2018;Pobla de Cérvoles, la;població jove sense estudis postobligatoris;..;null
2018;Pobla de Cérvoles, la;estrangers de països de renda baixa o mitjana;;81,8
2018;Pobla de Cérvoles, la;renda mitjana per persona;;92,2
2018;Pobla de Claramunt, la;població ocupada;;108,4
2018;Pobla de Claramunt, la;treballadors de baixa qualificació;;90,8
2018;Pobla de Claramunt, la;població amb estudis baixos;;97,6
2018;Pobla de Claramunt, la;població jove sense estudis postobligatoris;;101,1
2018;Pobla de Claramunt, la;estrangers de països de renda baixa o mitjana;;84,1
2018;Pobla de Claramunt, la;renda mitjana per persona;;95,4
2018;Pobla de Lillet, la;població ocupada;;86,1
2018;Pobla de Lillet, la;treballadors de baixa qualificació;;103,2
2018;Pobla de Lillet, la;població amb estudis baixos;;133,1
2018;Pobla de Lillet, la;població jove sense estudis postobligatoris;;91,6
2018;Pobla de Lillet, la;estrangers de països de renda baixa o mitjana;;85,2
2018;Pobla de Lillet, la;renda mitjana per persona;;101,1
2018;Pobla de Mafumet, la;població ocupada;;112,2
2018;Pobla de Mafumet, la;treballadors de baixa qualificació;;100,4
2018;Pobla de Mafumet, la;població amb estudis baixos;;84,3
2018;Pobla de Mafumet, la;població jove sense estudis postobligatoris;;111,3
2018;Pobla de Mafumet, la;estrangers de països de renda baixa o mitjana;;93,7
2018;Pobla de Mafumet, la;renda mitjana per persona;;91,9
2018;Pobla de Massaluca, la;població ocupada;;88,0
2018;Pobla de Massaluca, la;treballadors de baixa qualificació;..;null
2018;Pobla de Massaluca, la;població amb estudis baixos;;123,5
2018;Pobla de Massaluca, la;població jove sense estudis postobligatoris;..;null
2018;Pobla de Massaluca, la;estrangers de països de renda baixa o mitjana;;90,8
2018;Pobla de Massaluca, la;renda mitjana per persona;;84,5
2018;Pobla de Montornès, la;població ocupada;;90,0
2018;Pobla de Montornès, la;treballadors de baixa qualificació;;99,0
2018;Pobla de Montornès, la;població amb estudis baixos;;99,0
2018;Pobla de Montornès, la;població jove sense estudis postobligatoris;;114,8
2018;Pobla de Montornès, la;estrangers de països de renda baixa o mitjana;;89,3
2018;Pobla de Montornès, la;renda mitjana per persona;;89,9
2018;Pobla de Segur, la;població ocupada;;95,4
2018;Pobla de Segur, la;treballadors de baixa qualificació;;110,8
2018;Pobla de Segur, la;població amb estudis baixos;;111,1
2018;Pobla de Segur, la;població jove sense estudis postobligatoris;;99,9
2018;Pobla de Segur, la;estrangers de països de renda baixa o mitjana;;105,7
2018;Pobla de Segur, la;renda mitjana per persona;;96,4
2018;Poboleda;població ocupada;;102,2
2018;Poboleda;treballadors de baixa qualificació;..;null
2018;Poboleda;població amb estudis baixos;;97,1
2018;Poboleda;població jove sense estudis postobligatoris;..;null
2018;Poboleda;estrangers de països de renda baixa o mitjana;;100,0
2018;Poboleda;renda mitjana per persona;;88,8
2018;Polinyà;població ocupada;;121,1
2018;Polinyà;treballadors de baixa qualificació;;100,0
2018;Polinyà;població amb estudis baixos;;89,0
2018;Polinyà;població jove sense estudis postobligatoris;;111,1
2018;Polinyà;estrangers de països de renda baixa o mitjana;;88,9
2018;Polinyà;renda mitjana per persona;;96,4
2018;Pont d'Armentera, el;població ocupada;;92,3
2018;Pont d'Armentera, el;treballadors de baixa qualificació;..;null
2018;Pont d'Armentera, el;població amb estudis baixos;;121,2
2018;Pont d'Armentera, el;població jove sense estudis postobligatoris;..;null
2018;Pont d'Armentera, el;estrangers de països de renda baixa o mitjana;;99,2
2018;Pont d'Armentera, el;renda mitjana per persona;;90,7
2018;Pont de Bar, el;població ocupada;;78,9
2018;Pont de Bar, el;treballadors de baixa qualificació;..;null
2018;Pont de Bar, el;població amb estudis baixos;;107,9
2018;Pont de Bar, el;població jove sense estudis postobligatoris;..;null
2018;Pont de Bar, el;estrangers de països de renda baixa o mitjana;;81,0
2018;Pont de Bar, el;renda mitjana per persona;;92,4
2018;Pont de Molins;població ocupada;;116,4
2018;Pont de Molins;treballadors de baixa qualificació;..;null
2018;Pont de Molins;població amb estudis baixos;;102,5
2018;Pont de Molins;població jove sense estudis postobligatoris;..;null
2018;Pont de Molins;estrangers de països de renda baixa o mitjana;;91,8
2018;Pont de Molins;renda mitjana per persona;;95,1
2018;Pont de Suert, el;població ocupada;;98,6
2018;Pont de Suert, el;treballadors de baixa qualificació;;99,0
2018;Pont de Suert, el;població amb estudis baixos;;107,3
2018;Pont de Suert, el;població jove sense estudis postobligatoris;;103,8
2018;Pont de Suert, el;estrangers de països de renda baixa o mitjana;;101,3
2018;Pont de Suert, el;renda mitjana per persona;;94,7
2018;Pont de Vilomara i Rocafort, el;població ocupada;;107,1
2018;Pont de Vilomara i Rocafort, el;treballadors de baixa qualificació;;116,8
2018;Pont de Vilomara i Rocafort, el;població amb estudis baixos;;101,7
2018;Pont de Vilomara i Rocafort, el;població jove sense estudis postobligatoris;;118,6
2018;Pont de Vilomara i Rocafort, el;estrangers de països de renda baixa o mitjana;;88,1
2018;Pont de Vilomara i Rocafort, el;renda mitjana per persona;;92,2
2018;Pontils;població ocupada;;117,1
2018;Pontils;treballadors de baixa qualificació;..;null
2018;Pontils;població amb estudis baixos;;113,1
2018;Pontils;població jove sense estudis postobligatoris;..;null
2018;Pontils;estrangers de països de renda baixa o mitjana;;83,9
2018;Pontils;renda mitjana per persona;;106,1
2018;Pontons;població ocupada;;67,1
2018;Pontons;treballadors de baixa qualificació;..;null
2018;Pontons;població amb estudis baixos;;93,9
2018;Pontons;població jove sense estudis postobligatoris;..;null
2018;Pontons;estrangers de països de renda baixa o mitjana;;97,3
2018;Pontons;renda mitjana per persona;;89,6
2018;Pontós;població ocupada;;118,6
2018;Pontós;treballadors de baixa qualificació;..;null
2018;Pontós;població amb estudis baixos;;70,5
2018;Pontós;població jove sense estudis postobligatoris;..;null
2018;Pontós;estrangers de països de renda baixa o mitjana;;88,3
2018;Pontós;renda mitjana per persona;;94,6
2018;Ponts;població ocupada;;106,5
2018;Ponts;treballadors de baixa qualificació;;115,4
2018;Ponts;població amb estudis baixos;;109,5
2018;Ponts;població jove sense estudis postobligatoris;;116,4
2018;Ponts;estrangers de països de renda baixa o mitjana;;109,3
2018;Ponts;renda mitjana per persona;;93,1
2018;Porqueres;població ocupada;;131,0
2018;Porqueres;treballadors de baixa qualificació;;94,9
2018;Porqueres;població amb estudis baixos;;84,0
2018;Porqueres;població jove sense estudis postobligatoris;;94,5
2018;Porqueres;estrangers de països de renda baixa o mitjana;;87,6
2018;Porqueres;renda mitjana per persona;;101,0
2018;Porrera;població ocupada;;108,0
2018;Porrera;treballadors de baixa qualificació;..;null
2018;Porrera;població amb estudis baixos;;96,7
2018;Porrera;població jove sense estudis postobligatoris;..;null
2018;Porrera;estrangers de països de renda baixa o mitjana;;88,6
2018;Porrera;renda mitjana per persona;;91,0
2018;Port de la Selva, el;població ocupada;;91,5
2018;Port de la Selva, el;treballadors de baixa qualificació;..;null
2018;Port de la Selva, el;població amb estudis baixos;;93,0
2018;Port de la Selva, el;població jove sense estudis postobligatoris;..;null
2018;Port de la Selva, el;estrangers de països de renda baixa o mitjana;;108,5
2018;Port de la Selva, el;renda mitjana per persona;;104,9
2018;Portbou;població ocupada;;84,3
2018;Portbou;treballadors de baixa qualificació;;99,6
2018;Portbou;població amb estudis baixos;;116,5
2018;Portbou;població jove sense estudis postobligatoris;;101,8
2018;Portbou;estrangers de països de renda baixa o mitjana;;91,9
2018;Portbou;renda mitjana per persona;;103,5
2018;Portella, la;població ocupada;;114,5
2018;Portella, la;treballadors de baixa qualificació;..;null
2018;Portella, la;població amb estudis baixos;;107,4
2018;Portella, la;població jove sense estudis postobligatoris;..;null
2018;Portella, la;estrangers de països de renda baixa o mitjana;;149,1
2018;Portella, la;renda mitjana per persona;;90,5
2018;Pradell de la Teixeta;població ocupada;;120,3
2018;Pradell de la Teixeta;treballadors de baixa qualificació;..;null
2018;Pradell de la Teixeta;població amb estudis baixos;;64,7
2018;Pradell de la Teixeta;població jove sense estudis postobligatoris;..;null
2018;Pradell de la Teixeta;estrangers de països de renda baixa o mitjana;;86,2
2018;Pradell de la Teixeta;renda mitjana per persona;;96,3
2018;Prades;població ocupada;;101,4
2018;Prades;treballadors de baixa qualificació;..;null
2018;Prades;població amb estudis baixos;;93,3
2018;Prades;població jove sense estudis postobligatoris;..;null
2018;Prades;estrangers de països de renda baixa o mitjana;;97,2
2018;Prades;renda mitjana per persona;;90,4
2018;Prat de Comte;població ocupada;;85,8
2018;Prat de Comte;treballadors de baixa qualificació;..;null
2018;Prat de Comte;població amb estudis baixos;;123,8
2018;Prat de Comte;població jove sense estudis postobligatoris;..;null
2018;Prat de Comte;estrangers de països de renda baixa o mitjana;;90,9
2018;Prat de Comte;renda mitjana per persona;;90,4
2018;Prat de Llobregat, el;població ocupada;;106,1
2018;Prat de Llobregat, el;treballadors de baixa qualificació;;106,4
2018;Prat de Llobregat, el;població amb estudis baixos;;105,9
2018;Prat de Llobregat, el;població jove sense estudis postobligatoris;;104,8
2018;Prat de Llobregat, el;estrangers de països de renda baixa o mitjana;;91,8
2018;Prat de Llobregat, el;renda mitjana per persona;;97,0
2018;Pratdip;població ocupada;;81,0
2018;Pratdip;treballadors de baixa qualificació;..;null
2018;Pratdip;població amb estudis baixos;;109,2
2018;Pratdip;població jove sense estudis postobligatoris;..;null
2018;Pratdip;estrangers de països de renda baixa o mitjana;;100,5
2018;Pratdip;renda mitjana per persona;;88,7
2018;Prats de Lluçanès;població ocupada;;112,3
2018;Prats de Lluçanès;treballadors de baixa qualificació;;103,7
2018;Prats de Lluçanès;població amb estudis baixos;;116,0
2018;Prats de Lluçanès;població jove sense estudis postobligatoris;;97,0
2018;Prats de Lluçanès;estrangers de països de renda baixa o mitjana;;89,3
2018;Prats de Lluçanès;renda mitjana per persona;;99,3
2018;Prats de Rei, els;població ocupada;;105,0
2018;Prats de Rei, els;treballadors de baixa qualificació;..;null
2018;Prats de Rei, els;població amb estudis baixos;;116,7
2018;Prats de Rei, els;població jove sense estudis postobligatoris;..;null
2018;Prats de Rei, els;estrangers de països de renda baixa o mitjana;;80,5
2018;Prats de Rei, els;renda mitjana per persona;;101,6
2018;Prats i Sansor;població ocupada;;117,1
2018;Prats i Sansor;treballadors de baixa qualificació;..;null
2018;Prats i Sansor;població amb estudis baixos;;72,3
2018;Prats i Sansor;població jove sense estudis postobligatoris;..;null
2018;Prats i Sansor;estrangers de països de renda baixa o mitjana;;81,2
2018;Prats i Sansor;renda mitjana per persona;;104,8
2018;Preixana;població ocupada;;122,3
2018;Preixana;treballadors de baixa qualificació;..;null
2018;Preixana;població amb estudis baixos;;118,7
2018;Preixana;població jove sense estudis postobligatoris;..;null
2018;Preixana;estrangers de països de renda baixa o mitjana;;85,9
2018;Preixana;renda mitjana per persona;;95,2
2018;Preixens;població ocupada;;90,4
2018;Preixens;treballadors de baixa qualificació;..;null
2018;Preixens;població amb estudis baixos;;114,7
2018;Preixens;població jove sense estudis postobligatoris;..;null
2018;Preixens;estrangers de països de renda baixa o mitjana;;86,1
2018;Preixens;renda mitjana per persona;;88,9
2018;Premià de Dalt;població ocupada;;104,4
2018;Premià de Dalt;treballadors de baixa qualificació;;93,0
2018;Premià de Dalt;població amb estudis baixos;;89,6
2018;Premià de Dalt;població jove sense estudis postobligatoris;;87,4
2018;Premià de Dalt;estrangers de països de renda baixa o mitjana;;90,4
2018;Premià de Dalt;renda mitjana per persona;;111,0
2018;Premià de Mar;població ocupada;;100,6
2018;Premià de Mar;treballadors de baixa qualificació;;96,3
2018;Premià de Mar;població amb estudis baixos;;99,2
2018;Premià de Mar;població jove sense estudis postobligatoris;;95,7
2018;Premià de Mar;estrangers de països de renda baixa o mitjana;;97,7
2018;Premià de Mar;renda mitjana per persona;;100,6
2018;Preses, les;població ocupada;;132,1
2018;Preses, les;treballadors de baixa qualificació;;92,6
2018;Preses, les;població amb estudis baixos;;104,6
2018;Preses, les;població jove sense estudis postobligatoris;;88,7
2018;Preses, les;estrangers de països de renda baixa o mitjana;;82,5
2018;Preses, les;renda mitjana per persona;;104,0
2018;Prullans;població ocupada;;118,6
2018;Prullans;treballadors de baixa qualificació;..;null
2018;Prullans;població amb estudis baixos;;93,7
2018;Prullans;població jove sense estudis postobligatoris;..;null
2018;Prullans;estrangers de països de renda baixa o mitjana;;92,9
2018;Prullans;renda mitjana per persona;;89,1
2018;Puigcerdà;població ocupada;;97,1
2018;Puigcerdà;treballadors de baixa qualificació;;108,9
2018;Puigcerdà;població amb estudis baixos;;87,8
2018;Puigcerdà;població jove sense estudis postobligatoris;;113,1
2018;Puigcerdà;estrangers de països de renda baixa o mitjana;;108,8
2018;Puigcerdà;renda mitjana per persona;;90,1
2018;Puigdàlber;població ocupada;;115,0
2018;Puigdàlber;treballadors de baixa qualificació;..;null
2018;Puigdàlber;població amb estudis baixos;;93,6
2018;Puigdàlber;població jove sense estudis postobligatoris;..;null
2018;Puigdàlber;estrangers de països de renda baixa o mitjana;;82,1
2018;Puigdàlber;renda mitjana per persona;;101,0
2018;Puiggròs;població ocupada;;100,2
2018;Puiggròs;treballadors de baixa qualificació;..;null
2018;Puiggròs;població amb estudis baixos;;79,9
2018;Puiggròs;població jove sense estudis postobligatoris;..;null
2018;Puiggròs;estrangers de països de renda baixa o mitjana;;84,5
2018;Puiggròs;renda mitjana per persona;;92,7
2018;Puigpelat;població ocupada;;112,6
2018;Puigpelat;treballadors de baixa qualificació;;103,8
2018;Puigpelat;població amb estudis baixos;;80,2
2018;Puigpelat;població jove sense estudis postobligatoris;;106,8
2018;Puigpelat;estrangers de països de renda baixa o mitjana;;87,3
2018;Puigpelat;renda mitjana per persona;;95,9
2018;Puig-reig;població ocupada;;101,1
2018;Puig-reig;treballadors de baixa qualificació;;101,1
2018;Puig-reig;població amb estudis baixos;;115,6
2018;Puig-reig;població jove sense estudis postobligatoris;;100,1
2018;Puig-reig;estrangers de països de renda baixa o mitjana;;87,5
2018;Puig-reig;renda mitjana per persona;;98,3
2018;Puigverd d'Agramunt;població ocupada;;125,5
2018;Puigverd d'Agramunt;treballadors de baixa qualificació;..;null
2018;Puigverd d'Agramunt;població amb estudis baixos;;89,1
2018;Puigverd d'Agramunt;població jove sense estudis postobligatoris;..;null
2018;Puigverd d'Agramunt;estrangers de països de renda baixa o mitjana;;116,5
2018;Puigverd d'Agramunt;renda mitjana per persona;;93,5
2018;Puigverd de Lleida;població ocupada;;113,4
2018;Puigverd de Lleida;treballadors de baixa qualificació;;100,9
2018;Puigverd de Lleida;població amb estudis baixos;;101,0
2018;Puigverd de Lleida;població jove sense estudis postobligatoris;;96,7
2018;Puigverd de Lleida;estrangers de països de renda baixa o mitjana;;90,8
2018;Puigverd de Lleida;renda mitjana per persona;;93,5
2018;Pujalt;població ocupada;;145,9
2018;Pujalt;treballadors de baixa qualificació;..;null
2018;Pujalt;població amb estudis baixos;;76,1
2018;Pujalt;població jove sense estudis postobligatoris;..;null
2018;Pujalt;estrangers de països de renda baixa o mitjana;;80,6
2018;Pujalt;renda mitjana per persona;;104,2
2018;Quar, la;població ocupada;;76,6
2018;Quar, la;treballadors de baixa qualificació;..;null
2018;Quar, la;població amb estudis baixos;;105,3
2018;Quar, la;població jove sense estudis postobligatoris;..;null
2018;Quar, la;estrangers de països de renda baixa o mitjana;;95,2
2018;Quar, la;renda mitjana per persona;;107,3
2018;Quart;població ocupada;;131,3
2018;Quart;treballadors de baixa qualificació;;87,8
2018;Quart;població amb estudis baixos;;83,7
2018;Quart;població jove sense estudis postobligatoris;;91,8
2018;Quart;estrangers de països de renda baixa o mitjana;;84,1
2018;Quart;renda mitjana per persona;;105,7
2018;Queralbs;població ocupada;;108,5
2018;Queralbs;treballadors de baixa qualificació;..;null
2018;Queralbs;població amb estudis baixos;;83,6
2018;Queralbs;població jove sense estudis postobligatoris;..;null
2018;Queralbs;estrangers de països de renda baixa o mitjana;;84,0
2018;Queralbs;renda mitjana per persona;;107,3
2018;Querol;població ocupada;;45,3
2018;Querol;treballadors de baixa qualificació;..;null
2018;Querol;població amb estudis baixos;;88,8
2018;Querol;població jove sense estudis postobligatoris;..;null
2018;Querol;estrangers de països de renda baixa o mitjana;;86,3
2018;Querol;renda mitjana per persona;;90,3
2018;Rabós;població ocupada;;115,4
2018;Rabós;treballadors de baixa qualificació;..;null
2018;Rabós;població amb estudis baixos;;83,0
2018;Rabós;població jove sense estudis postobligatoris;..;null
2018;Rabós;estrangers de països de renda baixa o mitjana;;83,1
2018;Rabós;renda mitjana per persona;;91,3
2018;Rajadell;població ocupada;;130,4
2018;Rajadell;treballadors de baixa qualificació;..;null
2018;Rajadell;població amb estudis baixos;;92,1
2018;Rajadell;població jove sense estudis postobligatoris;..;null
2018;Rajadell;estrangers de països de renda baixa o mitjana;;83,4
2018;Rajadell;renda mitjana per persona;;142,2
2018;Ràpita, la;població ocupada;;77,7
2018;Ràpita, la;treballadors de baixa qualificació;;99,4
2018;Ràpita, la;població amb estudis baixos;;104,8
2018;Ràpita, la;població jove sense estudis postobligatoris;;102,0
2018;Ràpita, la;estrangers de països de renda baixa o mitjana;;103,7
2018;Ràpita, la;renda mitjana per persona;;86,3
2018;Rasquera;població ocupada;;86,8
2018;Rasquera;treballadors de baixa qualificació;..;null
2018;Rasquera;població amb estudis baixos;;128,9
2018;Rasquera;població jove sense estudis postobligatoris;..;null
2018;Rasquera;estrangers de països de renda baixa o mitjana;;88,0
2018;Rasquera;renda mitjana per persona;;82,2
2018;Regencós;població ocupada;;116,7
2018;Regencós;treballadors de baixa qualificació;..;null
2018;Regencós;població amb estudis baixos;;95,0
2018;Regencós;població jove sense estudis postobligatoris;..;null
2018;Regencós;estrangers de països de renda baixa o mitjana;;87,3
2018;Regencós;renda mitjana per persona;;98,6
2018;Rellinars;població ocupada;;103,6
2018;Rellinars;treballadors de baixa qualificació;..;null
2018;Rellinars;població amb estudis baixos;;80,5
2018;Rellinars;població jove sense estudis postobligatoris;..;null
2018;Rellinars;estrangers de països de renda baixa o mitjana;;82,1
2018;Rellinars;renda mitjana per persona;;96,3
2018;Renau;població ocupada;;107,1
2018;Renau;treballadors de baixa qualificació;..;null
2018;Renau;població amb estudis baixos;;63,5
2018;Renau;població jove sense estudis postobligatoris;..;null
2018;Renau;estrangers de països de renda baixa o mitjana;;83,8
2018;Renau;renda mitjana per persona;;103,1
2018;Reus;població ocupada;;94,3
2018;Reus;treballadors de baixa qualificació;;103,2
2018;Reus;població amb estudis baixos;;106,0
2018;Reus;població jove sense estudis postobligatoris;;109,3
2018;Reus;estrangers de països de renda baixa o mitjana;;106,6
2018;Reus;renda mitjana per persona;;93,5
2018;Rialp;població ocupada;;113,9
2018;Rialp;treballadors de baixa qualificació;..;null
2018;Rialp;població amb estudis baixos;;84,6
2018;Rialp;població jove sense estudis postobligatoris;..;null
2018;Rialp;estrangers de països de renda baixa o mitjana;;91,5
2018;Rialp;renda mitjana per persona;;101,1
2018;Riba, la;població ocupada;;116,7
2018;Riba, la;treballadors de baixa qualificació;..;null
2018;Riba, la;població amb estudis baixos;;111,9
2018;Riba, la;població jove sense estudis postobligatoris;..;null
2018;Riba, la;estrangers de països de renda baixa o mitjana;;88,7
2018;Riba, la;renda mitjana per persona;;105,6
2018;Riba-roja d'Ebre;població ocupada;;80,9
2018;Riba-roja d'Ebre;treballadors de baixa qualificació;;97,8
2018;Riba-roja d'Ebre;població amb estudis baixos;;130,4
2018;Riba-roja d'Ebre;població jove sense estudis postobligatoris;;101,0
2018;Riba-roja d'Ebre;estrangers de països de renda baixa o mitjana;;83,8
2018;Riba-roja d'Ebre;renda mitjana per persona;;98,1
2018;Ribera d'Ondara;població ocupada;;120,2
2018;Ribera d'Ondara;treballadors de baixa qualificació;..;null
2018;Ribera d'Ondara;població amb estudis baixos;;94,7
2018;Ribera d'Ondara;població jove sense estudis postobligatoris;..;null
2018;Ribera d'Ondara;estrangers de països de renda baixa o mitjana;;81,9
