trimestre,Catalunya,sexe,edat,concepte,estat,valor
T3/2021,Catalunya,dones,de 70 a 74 anys,persones vacunades amb segona dosi,,167111
T3/2021,Catalunya,dones,de 70 a 74 anys,persones vacunades amb dosi addicional,,1879
T3/2021,Catalunya,dones,de 70 a 74 anys,dosis administrades per cada 100 persones,,181.4
T3/2021,Catalunya,dones,de 70 a 74 anys,població vacunada amb primera dosi (%),,93.8
T3/2021,Catalunya,dones,de 70 a 74 anys,població vacunada amb segona dosi (%),,86.7
T3/2021,Catalunya,dones,de 70 a 74 anys,població vacunada amb dosi addicional (%),,1.0
T3/2021,Catalunya,dones,de 75 a 79 anys,dosis administrades,,303498
T3/2021,Catalunya,dones,de 75 a 79 anys,persones vacunades amb primera dosi,,151346
T3/2021,Catalunya,dones,de 75 a 79 anys,persones vacunades amb segona dosi,,149398
T3/2021,Catalunya,dones,de 75 a 79 anys,persones vacunades amb dosi addicional,,2754
T3/2021,Catalunya,dones,de 75 a 79 anys,dosis administrades per cada 100 persones,,196.3
T3/2021,Catalunya,dones,de 75 a 79 anys,població vacunada amb primera dosi (%),,97.9
T3/2021,Catalunya,dones,de 75 a 79 anys,població vacunada amb segona dosi (%),,96.6
T3/2021,Catalunya,dones,de 75 a 79 anys,població vacunada amb dosi addicional (%),,1.8
T3/2021,Catalunya,dones,80 anys o més,dosis administrades,,563237
T3/2021,Catalunya,dones,80 anys o més,persones vacunades amb primera dosi,,270287
T3/2021,Catalunya,dones,80 anys o més,persones vacunades amb segona dosi,,268482
T3/2021,Catalunya,dones,80 anys o més,persones vacunades amb dosi addicional,,24468
T3/2021,Catalunya,dones,80 anys o més,dosis administrades per cada 100 persones,,198.3
T3/2021,Catalunya,dones,80 anys o més,població vacunada amb primera dosi (%),,95.2
T3/2021,Catalunya,dones,80 anys o més,població vacunada amb segona dosi (%),,94.5
T3/2021,Catalunya,dones,80 anys o més,població vacunada amb dosi addicional (%),,8.6
T3/2021,Catalunya,dones,total,dosis administrades,,5713603
T3/2021,Catalunya,dones,total,persones vacunades amb primera dosi,,3039883
T3/2021,Catalunya,dones,total,persones vacunades amb segona dosi,,2638470
T3/2021,Catalunya,dones,total,persones vacunades amb dosi addicional,,35250
T3/2021,Catalunya,dones,total,dosis administrades per cada 100 persones,,145.2
T3/2021,Catalunya,dones,total,població vacunada amb primera dosi (%),,77.3
T3/2021,Catalunya,dones,total,població vacunada amb segona dosi (%),,67.1
T3/2021,Catalunya,dones,total,població vacunada amb dosi addicional (%),,0.9
T3/2021,Catalunya,total,de 0 a 11 anys,dosis administrades,..,null
T3/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb primera dosi,..,null
T3/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb segona dosi,..,null
T3/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb dosi addicional,..,null
T3/2021,Catalunya,total,de 0 a 11 anys,dosis administrades per cada 100 persones,..,null
T3/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb primera dosi (%),..,null
T3/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb segona dosi (%),..,null
T3/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb dosi addicional (%),..,null
T3/2021,Catalunya,total,de 12 a 14 anys,dosis administrades,,362774
T3/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb primera dosi,,204027
T3/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb segona dosi,,158703
T3/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb dosi addicional,,44
T3/2021,Catalunya,total,de 12 a 14 anys,dosis administrades per cada 100 persones,,141.8
T3/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb primera dosi (%),,79.7
T3/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb segona dosi (%),,62.0
T3/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.0
T3/2021,Catalunya,total,de 15 a 19 anys,dosis administrades,,596701
T3/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb primera dosi,,333856
T3/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb segona dosi,,262698
T3/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb dosi addicional,,147
T3/2021,Catalunya,total,de 15 a 19 anys,dosis administrades per cada 100 persones,,147.8
T3/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb primera dosi (%),,82.7
T3/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb segona dosi (%),,65.1
T3/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb dosi addicional (%),,0.0
T3/2021,Catalunya,total,de 20 a 24 anys,dosis administrades,,524664
T3/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb primera dosi,,296659
T3/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb segona dosi,,227823
T3/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb dosi addicional,,182
T3/2021,Catalunya,total,de 20 a 24 anys,dosis administrades per cada 100 persones,,132.5
T3/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb primera dosi (%),,74.9
T3/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb segona dosi (%),,57.5
T3/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb dosi addicional (%),,0.0
T3/2021,Catalunya,total,de 25 a 29 anys,dosis administrades,,550681
T3/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb primera dosi,,309268
T3/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb segona dosi,,241189
T3/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb dosi addicional,,224
T3/2021,Catalunya,total,de 25 a 29 anys,dosis administrades per cada 100 persones,,126.0
T3/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb primera dosi (%),,70.7
T3/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb segona dosi (%),,55.2
T3/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb dosi addicional (%),,0.1
T3/2021,Catalunya,total,de 30 a 34 anys,dosis administrades,,629230
T3/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb primera dosi,,348223
T3/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb segona dosi,,280689
T3/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb dosi addicional,,318
T3/2021,Catalunya,total,de 30 a 34 anys,dosis administrades per cada 100 persones,,135.0
T3/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb primera dosi (%),,74.7
T3/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb segona dosi (%),,60.2
T3/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb dosi addicional (%),,0.1
T3/2021,Catalunya,total,de 35 a 39 anys,dosis administrades,,773900
T3/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb primera dosi,,422753
T3/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb segona dosi,,350644
T3/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb dosi addicional,,503
T3/2021,Catalunya,total,de 35 a 39 anys,dosis administrades per cada 100 persones,,141.9
T3/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb primera dosi (%),,77.5
T3/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb segona dosi (%),,64.3
T3/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb dosi addicional (%),,0.1
T3/2021,Catalunya,total,de 40 a 44 anys,dosis administrades,,969087
T3/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb primera dosi,,548337
T3/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb segona dosi,,419800
T3/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb dosi addicional,,950
T3/2021,Catalunya,total,de 40 a 44 anys,dosis administrades per cada 100 persones,,146.8
T3/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb primera dosi (%),,83.1
T3/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb segona dosi (%),,63.6
T3/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb dosi addicional (%),,0.1
T3/2021,Catalunya,total,de 45 a 49 anys,dosis administrades,,1063274
T3/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb primera dosi,,580979
T3/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb segona dosi,,480930
T3/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb dosi addicional,,1365
T3/2021,Catalunya,total,de 45 a 49 anys,dosis administrades per cada 100 persones,,166.8
T3/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb primera dosi (%),,91.2
T3/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb segona dosi (%),,75.5
T3/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb dosi addicional (%),,0.2
T3/2021,Catalunya,total,de 50 a 54 anys,dosis administrades,,990147
T3/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb primera dosi,,527452
T3/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb segona dosi,,460870
T3/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb dosi addicional,,1825
T3/2021,Catalunya,total,de 50 a 54 anys,dosis administrades per cada 100 persones,,172.9
T3/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb primera dosi (%),,92.1
T3/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb segona dosi (%),,80.5
T3/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb dosi addicional (%),,0.3
T3/2021,Catalunya,total,de 55 a 59 anys,dosis administrades,,918507
T3/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb primera dosi,,483689
T3/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb segona dosi,,432494
T3/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb dosi addicional,,2324
T3/2021,Catalunya,total,de 55 a 59 anys,dosis administrades per cada 100 persones,,179.6
T3/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb primera dosi (%),,94.6
T3/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb segona dosi (%),,84.6
T3/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb dosi addicional (%),,0.5
T3/2021,Catalunya,total,de 60 a 64 anys,dosis administrades,,800836
T3/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb primera dosi,,425065
T3/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb segona dosi,,373226
T3/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb dosi addicional,,2545
T3/2021,Catalunya,total,de 60 a 64 anys,dosis administrades per cada 100 persones,,178.4
T3/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb primera dosi (%),,94.7
T3/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb segona dosi (%),,83.1
T3/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb dosi addicional (%),,0.6
T3/2021,Catalunya,total,de 65 a 69 anys,dosis administrades,,698749
T3/2021,Catalunya,total,de 65 a 69 anys,persones vacunades amb primera dosi,,357588
T3/2021,Catalunya,total,de 65 a 69 anys,persones vacunades amb segona dosi,,337849
T3/2021,Catalunya,total,de 65 a 69 anys,persones vacunades amb dosi addicional,,3312
T3/2021,Catalunya,total,de 65 a 69 anys,dosis administrades per cada 100 persones,,182.2
T3/2021,Catalunya,total,de 65 a 69 anys,població vacunada amb primera dosi (%),,93.2
T3/2021,Catalunya,total,de 65 a 69 anys,població vacunada amb segona dosi (%),,88.1
T3/2021,Catalunya,total,de 65 a 69 anys,població vacunada amb dosi addicional (%),,0.9
T3/2021,Catalunya,total,de 70 a 74 anys,dosis administrades,,644923
T3/2021,Catalunya,total,de 70 a 74 anys,persones vacunades amb primera dosi,,333782
T3/2021,Catalunya,total,de 70 a 74 anys,persones vacunades amb segona dosi,,307245
T3/2021,Catalunya,total,de 70 a 74 anys,persones vacunades amb dosi addicional,,3896
T3/2021,Catalunya,total,de 70 a 74 anys,dosis administrades per cada 100 persones,,181.4
T3/2021,Catalunya,total,de 70 a 74 anys,població vacunada amb primera dosi (%),,93.9
T3/2021,Catalunya,total,de 70 a 74 anys,població vacunada amb segona dosi (%),,86.4
T3/2021,Catalunya,total,de 70 a 74 anys,població vacunada amb dosi addicional (%),,1.1
T3/2021,Catalunya,total,de 75 a 79 anys,dosis administrades,,543393
T3/2021,Catalunya,total,de 75 a 79 anys,persones vacunades amb primera dosi,,270991
T3/2021,Catalunya,total,de 75 a 79 anys,persones vacunades amb segona dosi,,267559
T3/2021,Catalunya,total,de 75 a 79 anys,persones vacunades amb dosi addicional,,4843
T3/2021,Catalunya,total,de 75 a 79 anys,dosis administrades per cada 100 persones,,195.8
T3/2021,Catalunya,total,de 75 a 79 anys,població vacunada amb primera dosi (%),,97.6
T3/2021,Catalunya,total,de 75 a 79 anys,població vacunada amb segona dosi (%),,96.4
T3/2021,Catalunya,total,de 75 a 79 anys,població vacunada amb dosi addicional (%),,1.7
T3/2021,Catalunya,total,80 anys o més,dosis administrades,,885097
T3/2021,Catalunya,total,80 anys o més,persones vacunades amb primera dosi,,428179
T3/2021,Catalunya,total,80 anys o més,persones vacunades amb segona dosi,,425413
T3/2021,Catalunya,total,80 anys o més,persones vacunades amb dosi addicional,,31505
T3/2021,Catalunya,total,80 anys o més,dosis administrades per cada 100 persones,,197.8
T3/2021,Catalunya,total,80 anys o més,població vacunada amb primera dosi (%),,95.7
T3/2021,Catalunya,total,80 anys o més,població vacunada amb segona dosi (%),,95.0
T3/2021,Catalunya,total,80 anys o més,població vacunada amb dosi addicional (%),,7.0
T3/2021,Catalunya,total,total,dosis administrades,,11011824
T3/2021,Catalunya,total,total,persones vacunades amb primera dosi,,5907518
T3/2021,Catalunya,total,total,persones vacunades amb segona dosi,,5050281
T3/2021,Catalunya,total,total,persones vacunades amb dosi addicional,,54025
T3/2021,Catalunya,total,total,dosis administrades per cada 100 persones,,142.6
T3/2021,Catalunya,total,total,població vacunada amb primera dosi (%),,76.5
T3/2021,Catalunya,total,total,població vacunada amb segona dosi (%),,65.4
T3/2021,Catalunya,total,total,població vacunada amb dosi addicional (%),,0.7
T4/2021,Catalunya,homes,de 0 a 11 anys,dosis administrades,,68514
T4/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb primera dosi,,68401
T4/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb segona dosi,,112
T4/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb dosi addicional,,1
T4/2021,Catalunya,homes,de 0 a 11 anys,dosis administrades per cada 100 persones,,14.4
T4/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb primera dosi (%),,14.4
T4/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb segona dosi (%),,0.0
T4/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T4/2021,Catalunya,homes,de 12 a 14 anys,dosis administrades,,218377
T4/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb primera dosi,,120579
T4/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb segona dosi,,97604
T4/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb dosi addicional,,194
T4/2021,Catalunya,homes,de 12 a 14 anys,dosis administrades per cada 100 persones,,165.0
T4/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb primera dosi (%),,91.1
T4/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb segona dosi (%),,73.8
T4/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.1
T4/2021,Catalunya,homes,de 15 a 19 anys,dosis administrades,,337556
T4/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb primera dosi,,187551
T4/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb segona dosi,,149005
T4/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb dosi addicional,,1000
T4/2021,Catalunya,homes,de 15 a 19 anys,dosis administrades per cada 100 persones,,160.3
T4/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb primera dosi (%),,89.1
T4/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb segona dosi (%),,70.8
T4/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb dosi addicional (%),,0.5
T4/2021,Catalunya,homes,de 20 a 24 anys,dosis administrades,,303049
T4/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb primera dosi,,168502
T4/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb segona dosi,,129325
T4/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb dosi addicional,,5222
T4/2021,Catalunya,homes,de 20 a 24 anys,dosis administrades per cada 100 persones,,147.8
T4/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb primera dosi (%),,82.2
T4/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb segona dosi (%),,63.1
T4/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb dosi addicional (%),,2.5
T4/2021,Catalunya,homes,de 25 a 29 anys,dosis administrades,,316480
T4/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb primera dosi,,172866
T4/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb segona dosi,,135594
T4/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb dosi addicional,,8020
T4/2021,Catalunya,homes,de 25 a 29 anys,dosis administrades per cada 100 persones,,143.1
T4/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb primera dosi (%),,78.2
T4/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb segona dosi (%),,61.3
T4/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb dosi addicional (%),,3.6
T4/2021,Catalunya,homes,de 30 a 34 anys,dosis administrades,,353626
T4/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb primera dosi,,189167
T4/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb segona dosi,,154797
T4/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb dosi addicional,,9662
T4/2021,Catalunya,homes,de 30 a 34 anys,dosis administrades per cada 100 persones,,153.1
T4/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb primera dosi (%),,81.9
T4/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb segona dosi (%),,67.0
T4/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb dosi addicional (%),,4.2
T4/2021,Catalunya,homes,de 35 a 39 anys,dosis administrades,,422109
T4/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb primera dosi,,223079
T4/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb segona dosi,,187720
T4/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb dosi addicional,,11310
T4/2021,Catalunya,homes,de 35 a 39 anys,dosis administrades per cada 100 persones,,155.8
T4/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb primera dosi (%),,82.3
T4/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb segona dosi (%),,69.3
T4/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb dosi addicional (%),,4.2
T4/2021,Catalunya,homes,de 40 a 44 anys,dosis administrades,,541073
T4/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb primera dosi,,287488
T4/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb segona dosi,,236139
T4/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb dosi addicional,,17446
T4/2021,Catalunya,homes,de 40 a 44 anys,dosis administrades per cada 100 persones,,161.7
T4/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb primera dosi (%),,85.9
T4/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb segona dosi (%),,70.6
T4/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb dosi addicional (%),,5.2
T4/2021,Catalunya,homes,de 45 a 49 anys,dosis administrades,,592708
T4/2021,Catalunya,homes,de 45 a 49 anys,persones vacunades amb primera dosi,,304572
T4/2021,Catalunya,homes,de 45 a 49 anys,persones vacunades amb segona dosi,,261909
T4/2021,Catalunya,homes,de 45 a 49 anys,persones vacunades amb dosi addicional,,26227
T4/2021,Catalunya,homes,de 45 a 49 anys,dosis administrades per cada 100 persones,,182.9
T4/2021,Catalunya,homes,de 45 a 49 anys,població vacunada amb primera dosi (%),,94.0
T4/2021,Catalunya,homes,de 45 a 49 anys,població vacunada amb segona dosi (%),,80.8
T4/2021,Catalunya,homes,de 45 a 49 anys,població vacunada amb dosi addicional (%),,8.1
T4/2021,Catalunya,homes,de 50 a 54 anys,dosis administrades,,565263
T4/2021,Catalunya,homes,de 50 a 54 anys,persones vacunades amb primera dosi,,272833
T4/2021,Catalunya,homes,de 50 a 54 anys,persones vacunades amb segona dosi,,243852
T4/2021,Catalunya,homes,de 50 a 54 anys,persones vacunades amb dosi addicional,,48578
T4/2021,Catalunya,homes,de 50 a 54 anys,dosis administrades per cada 100 persones,,196.6
T4/2021,Catalunya,homes,de 50 a 54 anys,població vacunada amb primera dosi (%),,94.9
T4/2021,Catalunya,homes,de 50 a 54 anys,població vacunada amb segona dosi (%),,84.8
T4/2021,Catalunya,homes,de 50 a 54 anys,població vacunada amb dosi addicional (%),,16.9
T4/2021,Catalunya,homes,de 55 a 59 anys,dosis administrades,,536321
T4/2021,Catalunya,homes,de 55 a 59 anys,persones vacunades amb primera dosi,,244283
T4/2021,Catalunya,homes,de 55 a 59 anys,persones vacunades amb segona dosi,,222578
T4/2021,Catalunya,homes,de 55 a 59 anys,persones vacunades amb dosi addicional,,69460
T4/2021,Catalunya,homes,de 55 a 59 anys,dosis administrades per cada 100 persones,,214.1
T4/2021,Catalunya,homes,de 55 a 59 anys,població vacunada amb primera dosi (%),,97.5
T4/2021,Catalunya,homes,de 55 a 59 anys,població vacunada amb segona dosi (%),,88.8
T4/2021,Catalunya,homes,de 55 a 59 anys,població vacunada amb dosi addicional (%),,27.7
T4/2021,Catalunya,homes,de 60 a 64 anys,dosis administrades,,542213
T4/2021,Catalunya,homes,de 60 a 64 anys,persones vacunades amb primera dosi,,208657
T4/2021,Catalunya,homes,de 60 a 64 anys,persones vacunades amb segona dosi,,194227
T4/2021,Catalunya,homes,de 60 a 64 anys,persones vacunades amb dosi addicional,,139329
T4/2021,Catalunya,homes,de 60 a 64 anys,dosis administrades per cada 100 persones,,252.0
T4/2021,Catalunya,homes,de 60 a 64 anys,població vacunada amb primera dosi (%),,97.0
T4/2021,Catalunya,homes,de 60 a 64 anys,població vacunada amb segona dosi (%),,90.3
T4/2021,Catalunya,homes,de 60 a 64 anys,població vacunada amb dosi addicional (%),,64.8
T4/2021,Catalunya,homes,de 65 a 69 anys,dosis administrades,,470682
T4/2021,Catalunya,homes,de 65 a 69 anys,persones vacunades amb primera dosi,,170783
T4/2021,Catalunya,homes,de 65 a 69 anys,persones vacunades amb segona dosi,,168738
T4/2021,Catalunya,homes,de 65 a 69 anys,persones vacunades amb dosi addicional,,131161
T4/2021,Catalunya,homes,de 65 a 69 anys,dosis administrades per cada 100 persones,,261.4
T4/2021,Catalunya,homes,de 65 a 69 anys,població vacunada amb primera dosi (%),,94.8
T4/2021,Catalunya,homes,de 65 a 69 anys,població vacunada amb segona dosi (%),,93.7
T4/2021,Catalunya,homes,de 65 a 69 anys,població vacunada amb dosi addicional (%),,72.8
T4/2021,Catalunya,homes,de 70 a 74 anys,dosis administrades,,430817
T4/2021,Catalunya,homes,de 70 a 74 anys,persones vacunades amb primera dosi,,154077
T4/2021,Catalunya,homes,de 70 a 74 anys,persones vacunades amb segona dosi,,153106
T4/2021,Catalunya,homes,de 70 a 74 anys,persones vacunades amb dosi addicional,,123634
T4/2021,Catalunya,homes,de 70 a 74 anys,dosis administrades per cada 100 persones,,264.7
T4/2021,Catalunya,homes,de 70 a 74 anys,població vacunada amb primera dosi (%),,94.7
T4/2021,Catalunya,homes,de 70 a 74 anys,població vacunada amb segona dosi (%),,94.1
T4/2021,Catalunya,homes,de 70 a 74 anys,població vacunada amb dosi addicional (%),,76.0
T4/2021,Catalunya,homes,de 75 a 79 anys,dosis administrades,,349934
T4/2021,Catalunya,homes,de 75 a 79 anys,persones vacunades amb primera dosi,,120319
T4/2021,Catalunya,homes,de 75 a 79 anys,persones vacunades amb segona dosi,,120117
T4/2021,Catalunya,homes,de 75 a 79 anys,persones vacunades amb dosi addicional,,109498
T4/2021,Catalunya,homes,de 75 a 79 anys,dosis administrades per cada 100 persones,,284.7
T4/2021,Catalunya,homes,de 75 a 79 anys,població vacunada amb primera dosi (%),,97.9
T4/2021,Catalunya,homes,de 75 a 79 anys,població vacunada amb segona dosi (%),,97.7
T4/2021,Catalunya,homes,de 75 a 79 anys,població vacunada amb dosi addicional (%),,89.1
T4/2021,Catalunya,homes,80 anys o més,dosis administrades,,461550
T4/2021,Catalunya,homes,80 anys o més,persones vacunades amb primera dosi,,158660
T4/2021,Catalunya,homes,80 anys o més,persones vacunades amb segona dosi,,157715
T4/2021,Catalunya,homes,80 anys o més,persones vacunades amb dosi addicional,,145175
T4/2021,Catalunya,homes,80 anys o més,dosis administrades per cada 100 persones,,282.2
T4/2021,Catalunya,homes,80 anys o més,població vacunada amb primera dosi (%),,97.0
T4/2021,Catalunya,homes,80 anys o més,població vacunada amb segona dosi (%),,96.4
T4/2021,Catalunya,homes,80 anys o més,població vacunada amb dosi addicional (%),,88.8
T4/2021,Catalunya,homes,total,dosis administrades,,6510272
T4/2021,Catalunya,homes,total,persones vacunades amb primera dosi,,3051817
T4/2021,Catalunya,homes,total,persones vacunades amb segona dosi,,2612538
T4/2021,Catalunya,homes,total,persones vacunades amb dosi addicional,,845917
T4/2021,Catalunya,homes,total,dosis administrades per cada 100 persones,,171.9
T4/2021,Catalunya,homes,total,població vacunada amb primera dosi (%),,80.6
T4/2021,Catalunya,homes,total,població vacunada amb segona dosi (%),,69.0
T4/2021,Catalunya,homes,total,població vacunada amb dosi addicional (%),,22.3
T4/2021,Catalunya,dones,de 0 a 11 anys,dosis administrades,,64069
T4/2021,Catalunya,dones,de 0 a 11 anys,persones vacunades amb primera dosi,,63971
T4/2021,Catalunya,dones,de 0 a 11 anys,persones vacunades amb segona dosi,,98
T4/2021,Catalunya,dones,de 0 a 11 anys,persones vacunades amb dosi addicional,,0
T4/2021,Catalunya,dones,de 0 a 11 anys,dosis administrades per cada 100 persones,,14.3
T4/2021,Catalunya,dones,de 0 a 11 anys,població vacunada amb primera dosi (%),,14.3
T4/2021,Catalunya,dones,de 0 a 11 anys,població vacunada amb segona dosi (%),,0.0
T4/2021,Catalunya,dones,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T4/2021,Catalunya,dones,de 12 a 14 anys,dosis administrades,,206939
T4/2021,Catalunya,dones,de 12 a 14 anys,persones vacunades amb primera dosi,,114480
T4/2021,Catalunya,dones,de 12 a 14 anys,persones vacunades amb segona dosi,,92233
T4/2021,Catalunya,dones,de 12 a 14 anys,persones vacunades amb dosi addicional,,226
T4/2021,Catalunya,dones,de 12 a 14 anys,dosis administrades per cada 100 persones,,167.5
T4/2021,Catalunya,dones,de 12 a 14 anys,població vacunada amb primera dosi (%),,92.7
T4/2021,Catalunya,dones,de 12 a 14 anys,població vacunada amb segona dosi (%),,74.7
T4/2021,Catalunya,dones,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.2
T4/2021,Catalunya,dones,de 15 a 19 anys,dosis administrades,,326764
T4/2021,Catalunya,dones,de 15 a 19 anys,persones vacunades amb primera dosi,,180314
T4/2021,Catalunya,dones,de 15 a 19 anys,persones vacunades amb segona dosi,,144621
T4/2021,Catalunya,dones,de 15 a 19 anys,persones vacunades amb dosi addicional,,1829
T4/2021,Catalunya,dones,de 15 a 19 anys,dosis administrades per cada 100 persones,,169.1
T4/2021,Catalunya,dones,de 15 a 19 anys,població vacunada amb primera dosi (%),,93.3
T4/2021,Catalunya,dones,de 15 a 19 anys,població vacunada amb segona dosi (%),,74.8
