trimestre,municipis,concepte,sexe,estat,valor
T3/2021,Olivella,casos per cada 100 habitants,total,,2.6
T3/2021,Olost,casos confirmats,homes,,8
T3/2021,Olost,casos confirmats,dones,,5
T3/2021,Olost,casos confirmats,total,,13
T3/2021,Olost,casos per cada 100 habitants,homes,,1.4
T3/2021,Olost,casos per cada 100 habitants,dones,,0.8
T3/2021,Olost,casos per cada 100 habitants,total,,1.1
T3/2021,Olot,casos confirmats,homes,,394
T3/2021,Olot,casos confirmats,dones,,357
T3/2021,Olot,casos confirmats,total,,751
T3/2021,Olot,casos per cada 100 habitants,homes,,2.2
T3/2021,Olot,casos per cada 100 habitants,dones,,2.0
T3/2021,Olot,casos per cada 100 habitants,total,,2.1
T3/2021,Olvan,casos confirmats,homes,,5
T3/2021,Olvan,casos confirmats,dones,,5
T3/2021,Olvan,casos confirmats,total,,10
T3/2021,Olvan,casos per cada 100 habitants,homes,,1.2
T3/2021,Olvan,casos per cada 100 habitants,dones,,1.1
T3/2021,Olvan,casos per cada 100 habitants,total,,1.2
T3/2021,"Omellons, els",casos confirmats,homes,,0
T3/2021,"Omellons, els",casos confirmats,dones,,0
T3/2021,"Omellons, els",casos confirmats,total,,0
T3/2021,"Omellons, els",casos per cada 100 habitants,homes,,0.0
T3/2021,"Omellons, els",casos per cada 100 habitants,dones,,0.0
T3/2021,"Omellons, els",casos per cada 100 habitants,total,,0.0
T3/2021,Ordis,casos confirmats,homes,,8
T3/2021,Ordis,casos confirmats,dones,,5
T3/2021,Ordis,casos confirmats,total,,13
T3/2021,Ordis,casos per cada 100 habitants,homes,,4.1
T3/2021,Ordis,casos per cada 100 habitants,dones,,3.0
T3/2021,Ordis,casos per cada 100 habitants,total,,3.6
T3/2021,Organyà,casos confirmats,homes,,4
T3/2021,Organyà,casos confirmats,dones,,9
T3/2021,Organyà,casos confirmats,total,,13
T3/2021,Organyà,casos per cada 100 habitants,homes,,1.0
T3/2021,Organyà,casos per cada 100 habitants,dones,,2.3
T3/2021,Organyà,casos per cada 100 habitants,total,,1.7
T3/2021,Orís,casos confirmats,homes,,3
T3/2021,Orís,casos confirmats,dones,,3
T3/2021,Orís,casos confirmats,total,,6
T3/2021,Orís,casos per cada 100 habitants,homes,,1.8
T3/2021,Orís,casos per cada 100 habitants,dones,,1.9
T3/2021,Orís,casos per cada 100 habitants,total,,1.9
T3/2021,Oristà,casos confirmats,homes,,5
T3/2021,Oristà,casos confirmats,dones,,0
T3/2021,Oristà,casos confirmats,total,,5
T3/2021,Oristà,casos per cada 100 habitants,homes,,1.8
T3/2021,Oristà,casos per cada 100 habitants,dones,,0.0
T3/2021,Oristà,casos per cada 100 habitants,total,,0.9
T3/2021,Òrrius,casos confirmats,homes,,10
T3/2021,Òrrius,casos confirmats,dones,,7
T3/2021,Òrrius,casos confirmats,total,,17
T3/2021,Òrrius,casos per cada 100 habitants,homes,,2.6
T3/2021,Òrrius,casos per cada 100 habitants,dones,,1.9
T3/2021,Òrrius,casos per cada 100 habitants,total,,2.2
T3/2021,Os de Balaguer,casos confirmats,homes,,13
T3/2021,Os de Balaguer,casos confirmats,dones,,11
T3/2021,Os de Balaguer,casos confirmats,total,,24
T3/2021,Os de Balaguer,casos per cada 100 habitants,homes,,2.6
T3/2021,Os de Balaguer,casos per cada 100 habitants,dones,,2.3
T3/2021,Os de Balaguer,casos per cada 100 habitants,total,,2.4
T3/2021,Osor,casos confirmats,homes,,3
T3/2021,Osor,casos confirmats,dones,,2
T3/2021,Osor,casos confirmats,total,,5
T3/2021,Osor,casos per cada 100 habitants,homes,,1.3
T3/2021,Osor,casos per cada 100 habitants,dones,,1.0
T3/2021,Osor,casos per cada 100 habitants,total,,1.2
T3/2021,Ossó de Sió,casos confirmats,homes,..,null
T3/2021,Ossó de Sió,casos confirmats,dones,..,null
T3/2021,Ossó de Sió,casos confirmats,total,..,null
T3/2021,Ossó de Sió,casos per cada 100 habitants,homes,..,null
T3/2021,Ossó de Sió,casos per cada 100 habitants,dones,..,null
T3/2021,Ossó de Sió,casos per cada 100 habitants,total,..,null
T3/2021,Pacs del Penedès,casos confirmats,homes,,9
T3/2021,Pacs del Penedès,casos confirmats,dones,,17
T3/2021,Pacs del Penedès,casos confirmats,total,,26
T3/2021,Pacs del Penedès,casos per cada 100 habitants,homes,,1.9
T3/2021,Pacs del Penedès,casos per cada 100 habitants,dones,,3.7
T3/2021,Pacs del Penedès,casos per cada 100 habitants,total,,2.8
T3/2021,Palafolls,casos confirmats,homes,,167
T3/2021,Palafolls,casos confirmats,dones,,175
T3/2021,Palafolls,casos confirmats,total,,342
T3/2021,Palafolls,casos per cada 100 habitants,homes,,3.5
T3/2021,Palafolls,casos per cada 100 habitants,dones,,3.6
T3/2021,Palafolls,casos per cada 100 habitants,total,,3.6
T3/2021,Palafrugell,casos confirmats,homes,,338
T3/2021,Palafrugell,casos confirmats,dones,,304
T3/2021,Palafrugell,casos confirmats,total,,642
T3/2021,Palafrugell,casos per cada 100 habitants,homes,,2.9
T3/2021,Palafrugell,casos per cada 100 habitants,dones,,2.6
T3/2021,Palafrugell,casos per cada 100 habitants,total,,2.8
T3/2021,Palamós,casos confirmats,homes,,261
T3/2021,Palamós,casos confirmats,dones,,281
T3/2021,Palamós,casos confirmats,total,,542
T3/2021,Palamós,casos per cada 100 habitants,homes,,2.9
T3/2021,Palamós,casos per cada 100 habitants,dones,,3.0
T3/2021,Palamós,casos per cada 100 habitants,total,,3.0
T3/2021,"Palau d'Anglesola, el",casos confirmats,homes,,18
T3/2021,"Palau d'Anglesola, el",casos confirmats,dones,,23
T3/2021,"Palau d'Anglesola, el",casos confirmats,total,,41
T3/2021,"Palau d'Anglesola, el",casos per cada 100 habitants,homes,,1.7
T3/2021,"Palau d'Anglesola, el",casos per cada 100 habitants,dones,,2.1
T3/2021,"Palau d'Anglesola, el",casos per cada 100 habitants,total,,1.9
T3/2021,Palau-sator,casos confirmats,homes,,1
T3/2021,Palau-sator,casos confirmats,dones,,1
T3/2021,Palau-sator,casos confirmats,total,,2
T3/2021,Palau-sator,casos per cada 100 habitants,homes,,0.6
T3/2021,Palau-sator,casos per cada 100 habitants,dones,,0.7
T3/2021,Palau-sator,casos per cada 100 habitants,total,,0.6
T3/2021,Palau-saverdera,casos confirmats,homes,,14
T3/2021,Palau-saverdera,casos confirmats,dones,,15
T3/2021,Palau-saverdera,casos confirmats,total,,29
T3/2021,Palau-saverdera,casos per cada 100 habitants,homes,,1.9
T3/2021,Palau-saverdera,casos per cada 100 habitants,dones,,2.1
T3/2021,Palau-saverdera,casos per cada 100 habitants,total,,2.0
T3/2021,Palau-solità i Plegamans,casos confirmats,homes,,204
T3/2021,Palau-solità i Plegamans,casos confirmats,dones,,220
T3/2021,Palau-solità i Plegamans,casos confirmats,total,,424
T3/2021,Palau-solità i Plegamans,casos per cada 100 habitants,homes,,2.8
T3/2021,Palau-solità i Plegamans,casos per cada 100 habitants,dones,,2.9
T3/2021,Palau-solità i Plegamans,casos per cada 100 habitants,total,,2.8
T3/2021,"Pallaresos, els",casos confirmats,homes,,69
T3/2021,"Pallaresos, els",casos confirmats,dones,,64
T3/2021,"Pallaresos, els",casos confirmats,total,,133
T3/2021,"Pallaresos, els",casos per cada 100 habitants,homes,,2.8
T3/2021,"Pallaresos, els",casos per cada 100 habitants,dones,,2.6
T3/2021,"Pallaresos, els",casos per cada 100 habitants,total,,2.7
T3/2021,Pallejà,casos confirmats,homes,,168
T3/2021,Pallejà,casos confirmats,dones,,154
T3/2021,Pallejà,casos confirmats,total,,322
T3/2021,Pallejà,casos per cada 100 habitants,homes,,2.9
T3/2021,Pallejà,casos per cada 100 habitants,dones,,2.6
T3/2021,Pallejà,casos per cada 100 habitants,total,,2.8
T3/2021,"Palma d'Ebre, la",casos confirmats,homes,,1
T3/2021,"Palma d'Ebre, la",casos confirmats,dones,,1
T3/2021,"Palma d'Ebre, la",casos confirmats,total,,2
T3/2021,"Palma d'Ebre, la",casos per cada 100 habitants,homes,,0.6
T3/2021,"Palma d'Ebre, la",casos per cada 100 habitants,dones,,0.6
T3/2021,"Palma d'Ebre, la",casos per cada 100 habitants,total,,0.6
T3/2021,"Palma de Cervelló, la",casos confirmats,homes,,32
T3/2021,"Palma de Cervelló, la",casos confirmats,dones,,35
T3/2021,"Palma de Cervelló, la",casos confirmats,total,,67
T3/2021,"Palma de Cervelló, la",casos per cada 100 habitants,homes,,2.2
T3/2021,"Palma de Cervelló, la",casos per cada 100 habitants,dones,,2.3
T3/2021,"Palma de Cervelló, la",casos per cada 100 habitants,total,,2.2
T3/2021,Palol de Revardit,casos confirmats,homes,,4
T3/2021,Palol de Revardit,casos confirmats,dones,,5
T3/2021,Palol de Revardit,casos confirmats,total,,9
T3/2021,Palol de Revardit,casos per cada 100 habitants,homes,,1.8
T3/2021,Palol de Revardit,casos per cada 100 habitants,dones,,2.2
T3/2021,Palol de Revardit,casos per cada 100 habitants,total,,2.0
T3/2021,Pals,casos confirmats,homes,,24
T3/2021,Pals,casos confirmats,dones,,27
T3/2021,Pals,casos confirmats,total,,51
T3/2021,Pals,casos per cada 100 habitants,homes,,1.9
T3/2021,Pals,casos per cada 100 habitants,dones,,2.3
T3/2021,Pals,casos per cada 100 habitants,total,,2.1
T3/2021,"Papiol, el",casos confirmats,homes,,40
T3/2021,"Papiol, el",casos confirmats,dones,,47
T3/2021,"Papiol, el",casos confirmats,total,,87
T3/2021,"Papiol, el",casos per cada 100 habitants,homes,,1.9
T3/2021,"Papiol, el",casos per cada 100 habitants,dones,,2.2
T3/2021,"Papiol, el",casos per cada 100 habitants,total,,2.1
T3/2021,Parets del Vallès,casos confirmats,homes,,248
T3/2021,Parets del Vallès,casos confirmats,dones,,245
T3/2021,Parets del Vallès,casos confirmats,total,,493
T3/2021,Parets del Vallès,casos per cada 100 habitants,homes,,2.6
T3/2021,Parets del Vallès,casos per cada 100 habitants,dones,,2.6
T3/2021,Parets del Vallès,casos per cada 100 habitants,total,,2.6
T3/2021,Parlavà,casos confirmats,homes,,4
T3/2021,Parlavà,casos confirmats,dones,,4
T3/2021,Parlavà,casos confirmats,total,,8
T3/2021,Parlavà,casos per cada 100 habitants,homes,,2.0
T3/2021,Parlavà,casos per cada 100 habitants,dones,,2.1
T3/2021,Parlavà,casos per cada 100 habitants,total,,2.0
T3/2021,Pau,casos confirmats,homes,,6
T3/2021,Pau,casos confirmats,dones,,3
T3/2021,Pau,casos confirmats,total,,9
T3/2021,Pau,casos per cada 100 habitants,homes,,2.1
T3/2021,Pau,casos per cada 100 habitants,dones,,1.1
T3/2021,Pau,casos per cada 100 habitants,total,,1.6
T3/2021,Paüls,casos confirmats,homes,,0
T3/2021,Paüls,casos confirmats,dones,,1
T3/2021,Paüls,casos confirmats,total,,1
T3/2021,Paüls,casos per cada 100 habitants,homes,,0.0
T3/2021,Paüls,casos per cada 100 habitants,dones,,0.4
T3/2021,Paüls,casos per cada 100 habitants,total,,0.2
T3/2021,Penelles,casos confirmats,homes,,5
T3/2021,Penelles,casos confirmats,dones,,2
T3/2021,Penelles,casos confirmats,total,,7
T3/2021,Penelles,casos per cada 100 habitants,homes,,2.0
T3/2021,Penelles,casos per cada 100 habitants,dones,,1.1
T3/2021,Penelles,casos per cada 100 habitants,total,,1.6
T3/2021,"Pera, la",casos confirmats,homes,,3
T3/2021,"Pera, la",casos confirmats,dones,,1
T3/2021,"Pera, la",casos confirmats,total,,4
T3/2021,"Pera, la",casos per cada 100 habitants,homes,,1.4
T3/2021,"Pera, la",casos per cada 100 habitants,dones,,0.5
T3/2021,"Pera, la",casos per cada 100 habitants,total,,0.9
T3/2021,Perafita,casos confirmats,homes,,4
T3/2021,Perafita,casos confirmats,dones,,0
T3/2021,Perafita,casos confirmats,total,,4
T3/2021,Perafita,casos per cada 100 habitants,homes,,1.9
T3/2021,Perafita,casos per cada 100 habitants,dones,,0.0
T3/2021,Perafita,casos per cada 100 habitants,total,,1.0
T3/2021,Perafort,casos confirmats,homes,,10
T3/2021,Perafort,casos confirmats,dones,,14
T3/2021,Perafort,casos confirmats,total,,24
T3/2021,Perafort,casos per cada 100 habitants,homes,,1.5
T3/2021,Perafort,casos per cada 100 habitants,dones,,2.3
T3/2021,Perafort,casos per cada 100 habitants,total,,1.9
T3/2021,Peralada,casos confirmats,homes,,12
T3/2021,Peralada,casos confirmats,dones,,26
T3/2021,Peralada,casos confirmats,total,,38
T3/2021,Peralada,casos per cada 100 habitants,homes,,1.3
T3/2021,Peralada,casos per cada 100 habitants,dones,,2.7
T3/2021,Peralada,casos per cada 100 habitants,total,,2.0
T3/2021,Peramola,casos confirmats,homes,,2
T3/2021,Peramola,casos confirmats,dones,,2
T3/2021,Peramola,casos confirmats,total,,4
T3/2021,Peramola,casos per cada 100 habitants,homes,,1.2
T3/2021,Peramola,casos per cada 100 habitants,dones,,1.1
T3/2021,Peramola,casos per cada 100 habitants,total,,1.2
T3/2021,"Perelló, el",casos confirmats,homes,,32
T3/2021,"Perelló, el",casos confirmats,dones,,31
T3/2021,"Perelló, el",casos confirmats,total,,63
T3/2021,"Perelló, el",casos per cada 100 habitants,homes,,2.2
T3/2021,"Perelló, el",casos per cada 100 habitants,dones,,2.2
T3/2021,"Perelló, el",casos per cada 100 habitants,total,,2.2
T3/2021,Piera,casos confirmats,homes,,172
T3/2021,Piera,casos confirmats,dones,,176
T3/2021,Piera,casos confirmats,total,,348
T3/2021,Piera,casos per cada 100 habitants,homes,,2.1
T3/2021,Piera,casos per cada 100 habitants,dones,,2.2
T3/2021,Piera,casos per cada 100 habitants,total,,2.2
T3/2021,"Piles, les",casos confirmats,homes,,0
T3/2021,"Piles, les",casos confirmats,dones,,0
T3/2021,"Piles, les",casos confirmats,total,,0
T3/2021,"Piles, les",casos per cada 100 habitants,homes,,0.0
T3/2021,"Piles, les",casos per cada 100 habitants,dones,,0.0
T3/2021,"Piles, les",casos per cada 100 habitants,total,,0.0
T3/2021,Pineda de Mar,casos confirmats,homes,,408
T3/2021,Pineda de Mar,casos confirmats,dones,,435
T3/2021,Pineda de Mar,casos confirmats,total,,843
T3/2021,Pineda de Mar,casos per cada 100 habitants,homes,,2.9
T3/2021,Pineda de Mar,casos per cada 100 habitants,dones,,3.1
T3/2021,Pineda de Mar,casos per cada 100 habitants,total,,3.0
T3/2021,"Pinell de Brai, el",casos confirmats,homes,,4
T3/2021,"Pinell de Brai, el",casos confirmats,dones,,10
T3/2021,"Pinell de Brai, el",casos confirmats,total,,14
T3/2021,"Pinell de Brai, el",casos per cada 100 habitants,homes,,0.8
T3/2021,"Pinell de Brai, el",casos per cada 100 habitants,dones,,2.0
T3/2021,"Pinell de Brai, el",casos per cada 100 habitants,total,,1.4
T3/2021,Pinell de Solsonès,casos confirmats,homes,..,null
T3/2021,Pinell de Solsonès,casos confirmats,dones,..,null
T3/2021,Pinell de Solsonès,casos confirmats,total,..,null
T3/2021,Pinell de Solsonès,casos per cada 100 habitants,homes,..,null
T3/2021,Pinell de Solsonès,casos per cada 100 habitants,dones,..,null
T3/2021,Pinell de Solsonès,casos per cada 100 habitants,total,..,null
T3/2021,Pinós,casos confirmats,homes,,2
T3/2021,Pinós,casos confirmats,dones,,2
T3/2021,Pinós,casos confirmats,total,,4
T3/2021,Pinós,casos per cada 100 habitants,homes,,1.3
T3/2021,Pinós,casos per cada 100 habitants,dones,,1.5
T3/2021,Pinós,casos per cada 100 habitants,total,,1.4
T3/2021,Pira,casos confirmats,homes,,3
T3/2021,Pira,casos confirmats,dones,,1
T3/2021,Pira,casos confirmats,total,,4
T3/2021,Pira,casos per cada 100 habitants,homes,,1.1
T3/2021,Pira,casos per cada 100 habitants,dones,,0.4
T3/2021,Pira,casos per cada 100 habitants,total,,0.8
T3/2021,"Pla de Santa Maria, el",casos confirmats,homes,,28
T3/2021,"Pla de Santa Maria, el",casos confirmats,dones,,15
T3/2021,"Pla de Santa Maria, el",casos confirmats,total,,43
T3/2021,"Pla de Santa Maria, el",casos per cada 100 habitants,homes,,2.3
T3/2021,"Pla de Santa Maria, el",casos per cada 100 habitants,dones,,1.3
T3/2021,"Pla de Santa Maria, el",casos per cada 100 habitants,total,,1.8
T3/2021,"Pla del Penedès, el",casos confirmats,homes,,16
T3/2021,"Pla del Penedès, el",casos confirmats,dones,,19
T3/2021,"Pla del Penedès, el",casos confirmats,total,,35
T3/2021,"Pla del Penedès, el",casos per cada 100 habitants,homes,,2.5
T3/2021,"Pla del Penedès, el",casos per cada 100 habitants,dones,,3.0
T3/2021,"Pla del Penedès, el",casos per cada 100 habitants,total,,2.7
T3/2021,"Planes d'Hostoles, les",casos confirmats,homes,,14
T3/2021,"Planes d'Hostoles, les",casos confirmats,dones,,17
T3/2021,"Planes d'Hostoles, les",casos confirmats,total,,31
T3/2021,"Planes d'Hostoles, les",casos per cada 100 habitants,homes,,1.6
T3/2021,"Planes d'Hostoles, les",casos per cada 100 habitants,dones,,2.0
T3/2021,"Planes d'Hostoles, les",casos per cada 100 habitants,total,,1.8
T3/2021,Planoles,casos confirmats,homes,,7
T3/2021,Planoles,casos confirmats,dones,,5
T3/2021,Planoles,casos confirmats,total,,12
T3/2021,Planoles,casos per cada 100 habitants,homes,,4.2
T3/2021,Planoles,casos per cada 100 habitants,dones,,3.6
T3/2021,Planoles,casos per cada 100 habitants,total,,3.9
T3/2021,"Plans de Sió, els",casos confirmats,homes,,2
T3/2021,"Plans de Sió, els",casos confirmats,dones,,3
T3/2021,"Plans de Sió, els",casos confirmats,total,,5
T3/2021,"Plans de Sió, els",casos per cada 100 habitants,homes,,0.8
T3/2021,"Plans de Sió, els",casos per cada 100 habitants,dones,,1.3
T3/2021,"Plans de Sió, els",casos per cada 100 habitants,total,,1.0
T3/2021,"Poal, el",casos confirmats,homes,,7
T3/2021,"Poal, el",casos confirmats,dones,,4
T3/2021,"Poal, el",casos confirmats,total,,11
T3/2021,"Poal, el",casos per cada 100 habitants,homes,,2.0
T3/2021,"Poal, el",casos per cada 100 habitants,dones,,1.3
T3/2021,"Poal, el",casos per cada 100 habitants,total,,1.6
T3/2021,"Pobla de Claramunt, la",casos confirmats,homes,,20
T3/2021,"Pobla de Claramunt, la",casos confirmats,dones,,23
T3/2021,"Pobla de Claramunt, la",casos confirmats,total,,43
T3/2021,"Pobla de Claramunt, la",casos per cada 100 habitants,homes,,1.8
T3/2021,"Pobla de Claramunt, la",casos per cada 100 habitants,dones,,2.1
T3/2021,"Pobla de Claramunt, la",casos per cada 100 habitants,total,,2.0
T3/2021,"Pobla de Lillet, la",casos confirmats,homes,,4
T3/2021,"Pobla de Lillet, la",casos confirmats,dones,,26
T3/2021,"Pobla de Lillet, la",casos confirmats,total,,30
T3/2021,"Pobla de Lillet, la",casos per cada 100 habitants,homes,,0.8
T3/2021,"Pobla de Lillet, la",casos per cada 100 habitants,dones,,4.6
T3/2021,"Pobla de Lillet, la",casos per cada 100 habitants,total,,2.7
T3/2021,"Pobla de Mafumet, la",casos confirmats,homes,,60
T3/2021,"Pobla de Mafumet, la",casos confirmats,dones,,67
T3/2021,"Pobla de Mafumet, la",casos confirmats,total,,127
T3/2021,"Pobla de Mafumet, la",casos per cada 100 habitants,homes,,3.0
T3/2021,"Pobla de Mafumet, la",casos per cada 100 habitants,dones,,3.4
T3/2021,"Pobla de Mafumet, la",casos per cada 100 habitants,total,,3.2
T3/2021,"Pobla de Massaluca, la",casos confirmats,homes,,5
T3/2021,"Pobla de Massaluca, la",casos confirmats,dones,,4
T3/2021,"Pobla de Massaluca, la",casos confirmats,total,,9
T3/2021,"Pobla de Massaluca, la",casos per cada 100 habitants,homes,,2.8
T3/2021,"Pobla de Massaluca, la",casos per cada 100 habitants,dones,,2.9
T3/2021,"Pobla de Massaluca, la",casos per cada 100 habitants,total,,2.8
T3/2021,"Pobla de Montornès, la",casos confirmats,homes,,26
T3/2021,"Pobla de Montornès, la",casos confirmats,dones,,30
T3/2021,"Pobla de Montornès, la",casos confirmats,total,,56
T3/2021,"Pobla de Montornès, la",casos per cada 100 habitants,homes,,1.7
T3/2021,"Pobla de Montornès, la",casos per cada 100 habitants,dones,,2.2
T3/2021,"Pobla de Montornès, la",casos per cada 100 habitants,total,,1.9
T3/2021,"Pobla de Segur, la",casos confirmats,homes,,28
T3/2021,"Pobla de Segur, la",casos confirmats,dones,,40
T3/2021,"Pobla de Segur, la",casos confirmats,total,,68
T3/2021,"Pobla de Segur, la",casos per cada 100 habitants,homes,,1.8
T3/2021,"Pobla de Segur, la",casos per cada 100 habitants,dones,,2.6
T3/2021,"Pobla de Segur, la",casos per cada 100 habitants,total,,2.2
T3/2021,Poboleda,casos confirmats,homes,,1
T3/2021,Poboleda,casos confirmats,dones,,1
T3/2021,Poboleda,casos confirmats,total,,2
T3/2021,Poboleda,casos per cada 100 habitants,homes,,0.6
T3/2021,Poboleda,casos per cada 100 habitants,dones,,0.6
T3/2021,Poboleda,casos per cada 100 habitants,total,,0.6
T3/2021,Polinyà,casos confirmats,homes,,121
T3/2021,Polinyà,casos confirmats,dones,,132
T3/2021,Polinyà,casos confirmats,total,,253
T3/2021,Polinyà,casos per cada 100 habitants,homes,,2.8
T3/2021,Polinyà,casos per cada 100 habitants,dones,,3.2
T3/2021,Polinyà,casos per cada 100 habitants,total,,3.0
T3/2021,"Pont d'Armentera, el",casos confirmats,homes,,4
T3/2021,"Pont d'Armentera, el",casos confirmats,dones,,3
T3/2021,"Pont d'Armentera, el",casos confirmats,total,,7
T3/2021,"Pont d'Armentera, el",casos per cada 100 habitants,homes,,1.6
T3/2021,"Pont d'Armentera, el",casos per cada 100 habitants,dones,,1.3
T3/2021,"Pont d'Armentera, el",casos per cada 100 habitants,total,,1.4
T3/2021,Pont de Molins,casos confirmats,homes,,3
T3/2021,Pont de Molins,casos confirmats,dones,,7
T3/2021,Pont de Molins,casos confirmats,total,,10
T3/2021,Pont de Molins,casos per cada 100 habitants,homes,,1.1
T3/2021,Pont de Molins,casos per cada 100 habitants,dones,,2.7
T3/2021,Pont de Molins,casos per cada 100 habitants,total,,1.9
T3/2021,"Pont de Suert, el",casos confirmats,homes,,9
T3/2021,"Pont de Suert, el",casos confirmats,dones,,13
T3/2021,"Pont de Suert, el",casos confirmats,total,,22
T3/2021,"Pont de Suert, el",casos per cada 100 habitants,homes,,0.8
T3/2021,"Pont de Suert, el",casos per cada 100 habitants,dones,,1.2
T3/2021,"Pont de Suert, el",casos per cada 100 habitants,total,,1.0
T3/2021,"Pont de Vilomara i Rocafort, el",casos confirmats,homes,,50
T3/2021,"Pont de Vilomara i Rocafort, el",casos confirmats,dones,,49
T3/2021,"Pont de Vilomara i Rocafort, el",casos confirmats,total,,99
T3/2021,"Pont de Vilomara i Rocafort, el",casos per cada 100 habitants,homes,,2.5
T3/2021,"Pont de Vilomara i Rocafort, el",casos per cada 100 habitants,dones,,2.6
T3/2021,"Pont de Vilomara i Rocafort, el",casos per cada 100 habitants,total,,2.5
T3/2021,Pontons,casos confirmats,homes,,10
T3/2021,Pontons,casos confirmats,dones,,5
T3/2021,Pontons,casos confirmats,total,,15
T3/2021,Pontons,casos per cada 100 habitants,homes,,3.5
T3/2021,Pontons,casos per cada 100 habitants,dones,,2.0
T3/2021,Pontons,casos per cada 100 habitants,total,,2.8
T3/2021,Pontós,casos confirmats,homes,,3
T3/2021,Pontós,casos confirmats,dones,,1
T3/2021,Pontós,casos confirmats,total,,4
T3/2021,Pontós,casos per cada 100 habitants,homes,,2.1
T3/2021,Pontós,casos per cada 100 habitants,dones,,0.8
T3/2021,Pontós,casos per cada 100 habitants,total,,1.5
T3/2021,Ponts,casos confirmats,homes,,54
T3/2021,Ponts,casos confirmats,dones,,55
T3/2021,Ponts,casos confirmats,total,,109
T3/2021,Ponts,casos per cada 100 habitants,homes,,4.0
T3/2021,Ponts,casos per cada 100 habitants,dones,,4.2
T3/2021,Ponts,casos per cada 100 habitants,total,,4.1
T3/2021,Porqueres,casos confirmats,homes,,48
T3/2021,Porqueres,casos confirmats,dones,,44
T3/2021,Porqueres,casos confirmats,total,,92
T3/2021,Porqueres,casos per cada 100 habitants,homes,,2.1
T3/2021,Porqueres,casos per cada 100 habitants,dones,,1.9
T3/2021,Porqueres,casos per cada 100 habitants,total,,2.0
T3/2021,Porrera,casos confirmats,homes,,8
T3/2021,Porrera,casos confirmats,dones,,6
T3/2021,Porrera,casos confirmats,total,,14
T3/2021,Porrera,casos per cada 100 habitants,homes,,3.6
T3/2021,Porrera,casos per cada 100 habitants,dones,,3.0
T3/2021,Porrera,casos per cada 100 habitants,total,,3.3
T3/2021,"Port de la Selva, el",casos confirmats,homes,,14
T3/2021,"Port de la Selva, el",casos confirmats,dones,,9
T3/2021,"Port de la Selva, el",casos confirmats,total,,23
T3/2021,"Port de la Selva, el",casos per cada 100 habitants,homes,,2.8
T3/2021,"Port de la Selva, el",casos per cada 100 habitants,dones,,2.0
T3/2021,"Port de la Selva, el",casos per cada 100 habitants,total,,2.4
T3/2021,Portbou,casos confirmats,homes,,7
T3/2021,Portbou,casos confirmats,dones,,6
T3/2021,Portbou,casos confirmats,total,,13
T3/2021,Portbou,casos per cada 100 habitants,homes,,1.3
T3/2021,Portbou,casos per cada 100 habitants,dones,,1.1
T3/2021,Portbou,casos per cada 100 habitants,total,,1.2
T3/2021,"Portella, la",casos confirmats,homes,,3
T3/2021,"Portella, la",casos confirmats,dones,,8
T3/2021,"Portella, la",casos confirmats,total,,11
T3/2021,"Portella, la",casos per cada 100 habitants,homes,,0.7
T3/2021,"Portella, la",casos per cada 100 habitants,dones,,2.5
T3/2021,"Portella, la",casos per cada 100 habitants,total,,1.5
T3/2021,Prades,casos confirmats,homes,,8
T3/2021,Prades,casos confirmats,dones,,10
T3/2021,Prades,casos confirmats,total,,18
T3/2021,Prades,casos per cada 100 habitants,homes,,2.6
T3/2021,Prades,casos per cada 100 habitants,dones,,3.6
T3/2021,Prades,casos per cada 100 habitants,total,,3.1
T3/2021,"Prat de Llobregat, el",casos confirmats,homes,,1013
T3/2021,"Prat de Llobregat, el",casos confirmats,dones,,996
T3/2021,"Prat de Llobregat, el",casos confirmats,total,,2009
T3/2021,"Prat de Llobregat, el",casos per cada 100 habitants,homes,,3.2
T3/2021,"Prat de Llobregat, el",casos per cada 100 habitants,dones,,3.0
T3/2021,"Prat de Llobregat, el",casos per cada 100 habitants,total,,3.1
T3/2021,Pratdip,casos confirmats,homes,,2
T3/2021,Pratdip,casos confirmats,dones,,3
T3/2021,Pratdip,casos confirmats,total,,5
T3/2021,Pratdip,casos per cada 100 habitants,homes,,0.5
T3/2021,Pratdip,casos per cada 100 habitants,dones,,0.9
T3/2021,Pratdip,casos per cada 100 habitants,total,,0.7
T3/2021,Prats de Lluçanès,casos confirmats,homes,,21
T3/2021,Prats de Lluçanès,casos confirmats,dones,,20
T3/2021,Prats de Lluçanès,casos confirmats,total,,41
T3/2021,Prats de Lluçanès,casos per cada 100 habitants,homes,,1.6
T3/2021,Prats de Lluçanès,casos per cada 100 habitants,dones,,1.5
T3/2021,Prats de Lluçanès,casos per cada 100 habitants,total,,1.6
T3/2021,"Prats de Rei, els",casos confirmats,homes,,2
T3/2021,"Prats de Rei, els",casos confirmats,dones,,1
T3/2021,"Prats de Rei, els",casos confirmats,total,,3
T3/2021,"Prats de Rei, els",casos per cada 100 habitants,homes,,0.7
T3/2021,"Prats de Rei, els",casos per cada 100 habitants,dones,,0.4
T3/2021,"Prats de Rei, els",casos per cada 100 habitants,total,,0.6
T3/2021,Prats i Sansor,casos confirmats,homes,,2
T3/2021,Prats i Sansor,casos confirmats,dones,,3
T3/2021,Prats i Sansor,casos confirmats,total,,5
T3/2021,Prats i Sansor,casos per cada 100 habitants,homes,,1.7
